Student_ID,Gender,DegreeType,MajorSpecialization,EnglishScore,LogicalReasoningScore,QuantitativeAptitudeScore,EnglishCluster,LogicalReasoningCluster,QuantitativeAptitudeCluster,english_improvement_status,logicalreasoning_improvement_status,quantitativeaptitude_improvement_status
1097036,f,B.Tech/B.E.,electronics & instrumentation eng,35.0,46.0,34.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1193753,f,B.Tech/B.E.,electronics and communication engineering,42.0,54.0,59.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
345838,m,B.Tech/B.E.,electronics and communication engineering,52.5,47.5,37.5,2,2,2,A little more focus,A little more focus,A little more focus
1063512,m,B.Tech/B.E.,electronics engineering,71.0,57.0,54.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
576122,m,B.Tech/B.E.,computer engineering,36.0,42.5,44.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
223303,m,B.Tech/B.E.,electronics and communication engineering,50.5,55.5,49.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
692668,m,B.Tech/B.E.,computer science & engineering,45.0,35.5,29.5,2,0,2,A little more focus,Needs Improvement,A little more focus
644440,m,B.Tech/B.E.,computer science & engineering,28.5,42.5,45.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1083136,m,B.Tech/B.E.,computer science & engineering,60.5,59.0,53.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
357389,f,B.Tech/B.E.,electronics and communication engineering,55.400000000000006,46.5,52.5,2,2,0,A little more focus,A little more focus,Needs Improvement
52581,m,B.Tech/B.E.,information technology,40.5,35.5,29.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1063454,m,B.Tech/B.E.,electronics and electrical engineering,61.5,55.5,35.5,1,1,2,Does Not Need Improvement,Does Not Need Improvement,A little more focus
869474,m,B.Tech/B.E.,mechanical engineering,47.5,45.0,15.0,2,2,2,A little more focus,A little more focus,A little more focus
576225,m,B.Tech/B.E.,computer science & engineering,48.5,50.0,47.0,2,2,0,A little more focus,A little more focus,Needs Improvement
910160,m,B.Tech/B.E.,computer science & engineering,47.5,55.5,65.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
905258,m,B.Tech/B.E.,computer science & engineering,55.5,61.0,79.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
278656,m,B.Tech/B.E.,computer engineering,56.5,58.5,56.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
662008,f,B.Tech/B.E.,computer engineering,41.5,44.0,35.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
453187,m,MCA,computer application,46.5,56.0,36.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
238392,f,B.Tech/B.E.,information technology,42.5,46.5,52.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
138359,m,B.Tech/B.E.,computer science & engineering,39.5,34.5,38.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1225896,f,B.Tech/B.E.,computer science & engineering,32.5,51.0,29.5,0,2,2,Needs Improvement,A little more focus,A little more focus
593082,f,B.Tech/B.E.,electronics and communication engineering,55.5,46.5,60.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1279983,f,B.Tech/B.E.,computer engineering,43.0,44.5,49.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
330102,f,B.Tech/B.E.,electronics and communication engineering,42.5,46.5,53.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
597697,m,B.Tech/B.E.,computer engineering,58.0,62.0,75.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
655270,f,B.Tech/B.E.,computer engineering,34.5,43.5,44.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
988792,f,MCA,computer application,36.0,54.5,52.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
127002,m,B.Tech/B.E.,electronics and communication engineering,52.5,46.5,61.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
337629,f,B.Tech/B.E.,computer engineering,41.5,57.5,40.5,0,1,2,Needs Improvement,Does Not Need Improvement,A little more focus
1082552,f,B.Tech/B.E.,computer science & engineering,47.5,41.0,32.0,2,0,2,A little more focus,Needs Improvement,A little more focus
531480,m,B.Tech/B.E.,electronics and electrical engineering,60.5,47.5,59.0,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
1099501,m,B.Tech/B.E.,computer science & engineering,36.0,42.5,37.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1239524,m,B.Tech/B.E.,computer science & engineering,40.5,54.0,63.0,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
860597,m,B.Tech/B.E.,electronics and communication engineering,54.5,55.5,73.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
293843,m,B.Tech/B.E.,electronics engineering,54.5,43.5,48.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
555964,f,B.Tech/B.E.,electronics and communication engineering,61.5,61.0,53.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1224952,m,B.Tech/B.E.,computer science & engineering,49.0,45.5,34.5,2,2,2,A little more focus,A little more focus,A little more focus
328944,f,B.Tech/B.E.,electronics & telecommunications,62.5,58.5,46.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
669240,m,B.Tech/B.E.,information technology,36.0,47.0,19.5,0,2,2,Needs Improvement,A little more focus,A little more focus
283122,m,B.Tech/B.E.,electronics and communication engineering,39.5,55.5,58.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
284738,m,B.Tech/B.E.,electronics and communication engineering,62.5,61.5,57.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
445747,m,B.Tech/B.E.,information technology,73.5,46.400000000000006,53.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
323688,m,M.Tech./M.E.,electronics and electrical engineering,69.5,67.5,72.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
580044,m,B.Tech/B.E.,electronics and communication engineering,50.0,54.5,48.5,2,2,0,A little more focus,A little more focus,Needs Improvement
632106,m,B.Tech/B.E.,electronics and communication engineering,38.0,47.0,44.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
872029,m,B.Tech/B.E.,electronics and electrical engineering,53.0,52.0,75.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
331779,m,B.Tech/B.E.,information technology,31.5,24.5,30.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
586115,m,B.Tech/B.E.,information technology,50.0,52.0,45.5,2,2,0,A little more focus,A little more focus,Needs Improvement
389449,f,B.Tech/B.E.,computer engineering,43.5,57.5,45.400000000000006,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
48647,m,B.Tech/B.E.,information technology,49.5,49.5,45.5,2,2,0,A little more focus,A little more focus,Needs Improvement
289737,m,B.Tech/B.E.,computer engineering,61.5,55.5,64.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
407686,m,B.Tech/B.E.,information technology,73.5,56.5,55.400000000000006,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
765578,f,B.Tech/B.E.,electronics and electrical engineering,50.0,40.0,35.5,2,0,2,A little more focus,Needs Improvement,A little more focus
941984,m,B.Tech/B.E.,mechanical engineering,57.0,57.0,53.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
1274900,m,B.Tech/B.E.,electronics and communication engineering,53.5,56.5,59.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
451922,f,B.Tech/B.E.,electronics and electrical engineering,35.5,40.5,30.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
602117,m,B.Tech/B.E.,mechanical engineering,51.0,38.5,45.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1077269,m,B.Tech/B.E.,chemical engineering,61.5,54.5,52.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
1218872,f,B.Tech/B.E.,information technology,71.0,57.0,59.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
313081,m,B.Tech/B.E.,electronics and electrical engineering,53.5,52.5,53.5,2,2,0,A little more focus,A little more focus,Needs Improvement
425471,m,B.Tech/B.E.,computer engineering,51.5,55.5,55.400000000000006,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
330663,f,B.Tech/B.E.,computer engineering,44.5,60.5,62.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
660767,m,B.Tech/B.E.,computer science & engineering,54.5,55.5,57.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
78510,m,B.Tech/B.E.,electronics and communication engineering,57.5,52.5,58.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
869298,f,B.Tech/B.E.,information technology,45.0,42.5,54.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
124278,m,B.Tech/B.E.,electronics & telecommunications,49.5,51.5,57.5,2,2,0,A little more focus,A little more focus,Needs Improvement
580616,f,B.Tech/B.E.,computer engineering,57.0,47.5,29.5,2,2,2,A little more focus,A little more focus,A little more focus
1088714,m,B.Tech/B.E.,computer science & engineering,64.0,62.5,59.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
283274,m,B.Tech/B.E.,information technology,35.5,51.5,59.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
900218,m,M.Tech./M.E.,other,62.5,52.0,70.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
511778,m,MCA,computer application,34.5,41.0,50.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
355922,m,B.Tech/B.E.,electronics and communication engineering,53.5,39.5,57.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1119237,m,B.Tech/B.E.,electronics & telecommunications,58.0,37.0,50.0,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
309046,m,B.Tech/B.E.,information technology,46.5,35.5,51.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
991880,m,B.Tech/B.E.,electronics and electrical engineering,43.0,37.0,45.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1117475,f,B.Tech/B.E.,computer engineering,38.5,41.0,37.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
810433,f,B.Tech/B.E.,electronics and communication engineering,51.0,50.0,57.5,2,2,0,A little more focus,A little more focus,Needs Improvement
117082,m,B.Tech/B.E.,electronics and communication engineering,38.5,38.5,40.400000000000006,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1267278,m,MCA,computer application,53.5,48.0,26.0,2,2,2,A little more focus,A little more focus,A little more focus
100113,f,B.Tech/B.E.,electronics & telecommunications,31.5,41.5,38.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
658893,m,B.Tech/B.E.,computer engineering,65.0,54.5,66.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
669368,m,B.Tech/B.E.,information technology,59.0,60.5,56.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1106147,m,B.Tech/B.E.,electronics and communication engineering,44.0,57.0,63.0,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
307328,m,B.Tech/B.E.,electronics and electrical engineering,64.5,37.5,46.5,1,0,0,Does Not Need Improvement,Needs Improvement,Needs Improvement
1274688,m,MCA,computer application,52.0,42.0,41.5,2,0,2,A little more focus,Needs Improvement,A little more focus
810113,m,B.Tech/B.E.,electronics and electrical engineering,45.0,47.5,57.5,2,2,0,A little more focus,A little more focus,Needs Improvement
905195,m,B.Tech/B.E.,information technology,44.0,44.0,62.0,0,0,1,Needs Improvement,Needs Improvement,Does Not Need Improvement
1003364,m,B.Tech/B.E.,information technology,32.5,35.0,39.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
242799,m,B.Tech/B.E.,mechanical & production engineering,44.5,31.5,38.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1218574,m,MCA,computer application,53.5,63.0,64.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1233060,m,B.Tech/B.E.,electronics & telecommunications,68.5,63.0,64.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1085605,m,B.Tech/B.E.,electronics and communication engineering,39.5,37.0,31.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
144942,m,MCA,computer application,49.5,51.5,40.5,2,2,2,A little more focus,A little more focus,A little more focus
340045,m,B.Tech/B.E.,computer science & engineering,35.5,25.5,34.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1122860,m,B.Tech/B.E.,electronics and communication engineering,54.5,54.0,86.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
34551,m,B.Tech/B.E.,electronics and communication engineering,49.5,61.5,72.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
636997,m,B.Tech/B.E.,information technology,37.0,39.0,35.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1044637,m,B.Tech/B.E.,computer science & engineering,66.5,49.5,44.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
1088771,m,B.Tech/B.E.,information technology,35.0,48.5,48.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
878500,m,B.Tech/B.E.,mechanical engineering,57.0,58.0,35.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
479756,m,B.Tech/B.E.,information technology,42.5,60.5,47.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
1077690,m,B.Tech/B.E.,electronics and communication engineering,59.5,46.0,59.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
601071,m,B.Tech/B.E.,mechanical and automation,28.5,42.5,60.5,0,0,1,Needs Improvement,Needs Improvement,Does Not Need Improvement
669934,m,B.Tech/B.E.,computer engineering,34.5,48.5,59.0,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
655292,f,B.Tech/B.E.,computer engineering,34.5,42.5,28.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1027655,m,B.Tech/B.E.,electronics and communication engineering,56.0,55.5,62.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
624843,f,B.Tech/B.E.,electrical engineering,45.0,47.5,16.5,2,2,2,A little more focus,A little more focus,A little more focus
1058932,m,B.Tech/B.E.,information technology,59.5,57.0,72.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1259641,f,B.Tech/B.E.,computer science & engineering,64.0,60.5,40.0,1,1,2,Does Not Need Improvement,Does Not Need Improvement,A little more focus
256680,m,B.Tech/B.E.,information technology,44.5,33.5,45.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
1076044,m,B.Tech/B.E.,electronics and communication engineering,51.0,55.5,53.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
677102,f,B.Tech/B.E.,electronics and communication engineering,46.5,51.0,45.5,2,2,0,A little more focus,A little more focus,Needs Improvement
243794,m,B.Tech/B.E.,electronics and electrical engineering,69.5,44.5,58.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
1123216,m,B.Tech/B.E.,electronics and communication engineering,38.5,51.0,29.5,0,2,2,Needs Improvement,A little more focus,A little more focus
436253,f,B.Tech/B.E.,computer engineering,44.5,47.5,59.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
1171988,f,B.Tech/B.E.,electronics and communication engineering,56.0,52.0,39.0,2,2,2,A little more focus,A little more focus,A little more focus
267894,m,B.Tech/B.E.,electronics and communication engineering,45.5,47.5,66.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
807306,m,MCA,computer application,33.5,57.0,51.5,0,1,0,Needs Improvement,Does Not Need Improvement,Needs Improvement
484152,m,B.Tech/B.E.,electronics & telecommunications,41.5,41.5,42.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1269213,m,B.Tech/B.E.,computer science & engineering,52.5,58.0,59.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1266709,m,B.Tech/B.E.,computer science & engineering,31.5,53.0,38.0,0,2,2,Needs Improvement,A little more focus,A little more focus
206734,m,B.Tech/B.E.,computer engineering,51.5,55.5,42.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
918889,m,B.Tech/B.E.,electronics and communication engineering,40.5,49.5,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
752115,m,B.Tech/B.E.,information technology,67.5,59.5,69.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
41012,m,B.Tech/B.E.,electronics & telecommunications,65.5,73.5,75.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
333439,m,B.Tech/B.E.,civil engineering,34.5,52.5,32.5,0,2,2,Needs Improvement,A little more focus,A little more focus
933812,m,B.Tech/B.E.,electronics and electrical engineering,51.0,47.5,40.0,2,2,2,A little more focus,A little more focus,A little more focus
1158194,m,MCA,computer application,40.5,37.0,29.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
359057,m,B.Tech/B.E.,electronics and electrical engineering,48.5,44.5,59.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
214454,f,B.Tech/B.E.,computer engineering,39.5,43.5,57.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
192966,f,MCA,computer application,44.5,39.5,45.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
642404,m,B.Tech/B.E.,civil engineering,73.0,65.5,78.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
416040,m,B.Tech/B.E.,information technology,46.5,43.5,58.5,2,0,1,A little more focus,Needs Improvement,Does Not Need Improvement
1061749,f,MCA,computer application,43.0,39.5,38.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1013562,f,B.Tech/B.E.,information science engineering,66.5,55.5,31.0,1,1,2,Does Not Need Improvement,Does Not Need Improvement,A little more focus
215639,m,B.Tech/B.E.,mechanical engineering,66.5,52.5,59.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
534043,m,B.Tech/B.E.,mechanical engineering,40.5,51.0,47.0,0,2,0,Needs Improvement,A little more focus,Needs Improvement
244386,m,B.Tech/B.E.,electronics and communication engineering,47.5,38.5,54.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
1097167,f,B.Tech/B.E.,computer science & engineering,49.0,55.5,56.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
318391,f,B.Tech/B.E.,information technology,51.5,47.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
660954,m,B.Tech/B.E.,electronics and communication engineering,57.0,47.0,53.0,2,2,0,A little more focus,A little more focus,Needs Improvement
439125,m,B.Tech/B.E.,electronics & telecommunications,59.5,58.5,56.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
611020,m,B.Tech/B.E.,computer science & engineering,38.0,41.0,51.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
863437,m,B.Tech/B.E.,computer science & engineering,66.0,61.0,70.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
340205,m,B.Tech/B.E.,electronics and communication engineering,38.5,39.5,52.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
331251,f,B.Tech/B.E.,computer engineering,59.5,47.5,68.4,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
265303,f,B.Tech/B.E.,computer engineering,41.5,45.5,46.400000000000006,0,2,0,Needs Improvement,A little more focus,Needs Improvement
519873,m,M.Tech./M.E.,information technology,49.5,34.5,37.5,2,0,2,A little more focus,Needs Improvement,A little more focus
1043020,m,B.Tech/B.E.,electronics and communication engineering,45.5,48.5,60.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
1284437,f,B.Tech/B.E.,computer science & engineering,83.0,45.5,54.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
654308,f,B.Tech/B.E.,computer science & engineering,52.0,62.0,66.5,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
1081172,m,B.Tech/B.E.,information technology,56.0,47.0,45.0,2,2,0,A little more focus,A little more focus,Needs Improvement
591412,m,B.Tech/B.E.,electronics and communication engineering,60.5,47.5,51.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
948250,m,B.Tech/B.E.,computer science & engineering,62.5,48.5,23.5,1,2,2,Does Not Need Improvement,A little more focus,A little more focus
346395,m,B.Tech/B.E.,electronics and communication engineering,60.5,59.5,47.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
1248570,f,B.Tech/B.E.,electronics and communication engineering,47.5,46.0,48.5,2,2,0,A little more focus,A little more focus,Needs Improvement
786671,m,B.Tech/B.E.,computer science & engineering,46.5,54.5,54.5,2,2,0,A little more focus,A little more focus,Needs Improvement
263961,f,MCA,computer application,36.5,35.5,41.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
820222,m,B.Tech/B.E.,other,59.0,54.5,47.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
262768,m,B.Tech/B.E.,biotechnology,60.5,51.5,44.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
542295,m,B.Tech/B.E.,electronics and electrical engineering,30.0,41.0,43.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1233512,m,B.Tech/B.E.,computer science & engineering,57.0,58.0,44.0,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
676848,m,MCA,computer application,44.0,56.0,63.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
425242,m,B.Tech/B.E.,information technology,51.5,48.5,44.5,2,2,0,A little more focus,A little more focus,Needs Improvement
60599,f,M.Tech./M.E.,instrumentation and control engineering,39.5,60.5,58.5,0,1,1,Needs Improvement,Does Not Need Improvement,Does Not Need Improvement
602267,m,B.Tech/B.E.,electronics and communication engineering,50.0,59.5,87.0,2,1,1,A little more focus,Does Not Need Improvement,Does Not Need Improvement
836060,m,B.Tech/B.E.,electronics and communication engineering,43.0,45.0,38.5,0,2,2,Needs Improvement,A little more focus,A little more focus
347313,m,B.Tech/B.E.,information technology,44.5,38.5,40.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
640930,m,B.Tech/B.E.,computer science & engineering,37.0,50.0,72.0,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
958388,m,B.Tech/B.E.,computer science & engineering,60.5,46.0,59.5,1,2,1,Does Not Need Improvement,A little more focus,Does Not Need Improvement
479849,m,B.Tech/B.E.,information technology,56.5,56.5,36.5,2,1,2,A little more focus,Does Not Need Improvement,A little more focus
1168885,m,B.Tech/B.E.,electronics and communication engineering,45.5,48.0,41.5,2,2,2,A little more focus,A little more focus,A little more focus
823838,m,B.Tech/B.E.,computer science & engineering,45.0,52.5,51.5,2,2,0,A little more focus,A little more focus,Needs Improvement
1231817,m,B.Tech/B.E.,computer science & engineering,37.0,37.0,32.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
872494,m,B.Tech/B.E.,computer science & engineering,32.5,43.5,54.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
644828,f,B.Tech/B.E.,electrical engineering,39.5,52.5,60.5,0,2,1,Needs Improvement,A little more focus,Does Not Need Improvement
1088625,m,B.Tech/B.E.,information technology,45.5,48.5,51.0,2,2,0,A little more focus,A little more focus,Needs Improvement
355786,f,B.Tech/B.E.,information technology,53.5,35.5,39.5,2,0,2,A little more focus,Needs Improvement,A little more focus
1118955,m,B.Tech/B.E.,electronics & telecommunications,66.5,59.5,50.0,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
580697,m,B.Tech/B.E.,information technology,65.0,60.5,54.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
190981,m,B.Tech/B.E.,computer engineering,69.5,62.5,72.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
325637,f,B.Tech/B.E.,computer engineering,55.400000000000006,37.5,47.5,2,0,0,A little more focus,Needs Improvement,Needs Improvement
845576,f,B.Tech/B.E.,computer science & engineering,54.5,57.0,45.5,2,1,0,A little more focus,Does Not Need Improvement,Needs Improvement
582410,m,B.Tech/B.E.,electronics and communication engineering,59.0,57.0,79.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
820700,m,B.Tech/B.E.,computer science & engineering,57.0,41.5,60.5,2,0,1,A little more focus,Needs Improvement,Does Not Need Improvement
1042334,m,B.Tech/B.E.,computer science & engineering,43.0,43.5,51.0,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
638324,m,MCA,computer application,28.5,41.0,51.5,0,0,0,Needs Improvement,Needs Improvement,Needs Improvement
666182,m,B.Tech/B.E.,computer science & engineering,61.5,60.5,65.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
872171,m,B.Tech/B.E.,electronics and communication engineering,54.5,52.0,62.0,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
96708,f,MCA,computer application,35.5,37.5,42.5,0,0,2,Needs Improvement,Needs Improvement,A little more focus
1004939,m,B.Tech/B.E.,electronics and electrical engineering,56.0,50.5,44.0,2,2,0,A little more focus,A little more focus,Needs Improvement
1098807,m,B.Tech/B.E.,computer science & engineering,50.0,48.5,58.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
794381,m,B.Tech/B.E.,mechanical engineering,69.5,65.5,68.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
336785,m,B.Tech/B.E.,electronics and communication engineering,57.5,58.5,47.5,1,1,0,Does Not Need Improvement,Does Not Need Improvement,Needs Improvement
961030,m,B.Tech/B.E.,electronics and communication engineering,45.0,44.0,59.5,2,0,1,A little more focus,Needs Improvement,Does Not Need Improvement
1274668,m,B.Tech/B.E.,electronics and communication engineering,49.0,47.0,50.0,2,2,0,A little more focus,A little more focus,Needs Improvement
33747,f,B.Tech/B.E.,electronics and communication engineering,42.5,44.5,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1242062,m,B.Tech/B.E.,mechanical engineering,43.0,47.0,47.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
60401,m,B.Tech/B.E.,electronics & instrumentation eng,49.5,50.5,50.5,2,2,0,A little more focus,A little more focus,Needs Improvement
786404,m,B.Tech/B.E.,computer science & engineering,60.5,59.5,72.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
955389,f,B.Tech/B.E.,electronics and communication engineering,27.5,48.5,47.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
271766,m,B.Tech/B.E.,electronics and communication engineering,65.5,66.5,69.5,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
1194943,m,B.Tech/B.E.,computer science & engineering,33.5,54.0,41.5,0,2,2,Needs Improvement,A little more focus,A little more focus
1044171,f,B.Tech/B.E.,electronics and communication engineering,63.0,54.0,57.0,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
1087018,m,B.Tech/B.E.,electronics and electrical engineering,39.5,42.5,37.0,0,0,2,Needs Improvement,Needs Improvement,A little more focus
592833,f,B.Tech/B.E.,computer science & engineering,37.0,49.5,45.5,0,2,0,Needs Improvement,A little more focus,Needs Improvement
815219,m,B.Tech/B.E.,computer science & engineering,51.0,53.5,60.5,2,2,1,A little more focus,A little more focus,Does Not Need Improvement
852310,m,B.Tech/B.E.,electronics and computer engineering,58.0,48.5,45.5,1,2,0,Does Not Need Improvement,A little more focus,Needs Improvement
493796,m,B.Tech/B.E.,electronics and communication engineering,62.5,58.5,65.0,1,1,1,Does Not Need Improvement,Does Not Need Improvement,Does Not Need Improvement
